id	text	labels
1050:4	Mekandaki müzik seçimleri de harika.	[('ambience general', 'positive', 'müzik seçimleri')]
1050:5	Bazen inanılmaz kalabalık olabiliyor haliyle öyle günlerde serviste aksaklıklar yaşanabiliyor.	[('service general', 'negative', 'serviste')]
1051:0	Mekan güzel ferah.	[('ambience general', 'positive', 'Mekan')]
1051:1	Servis çok hızlı.	[('service general', 'positive', 'Servis')]
1051:2	Çok fazla çeşit var.	[('food style_options', 'positive', 'çeşit')]
1051:3	Bazı çeşitler kebapla çok alakasız olabiliyor.	[('food style_options', 'negative', 'çeşitler')]
1051:4	Fiyatları makul.	[('restaurant prices', 'positive', 'Fiyatları')]
1051:5	Yemekler lezzetli	[('food quality', 'positive', 'Yemekler')]
1052:0	Manzara güzel,yemekler güzel ama servis berbat.	[('service general', 'negative', 'servis'), ('food quality', 'positive', 'yemekler'), ('ambience general', 'positive', 'Manzara')]
1052:1	Bir defa demlik çay içmek istedik musluk suyu ile yapmışlar küf kokuyordu.	[('drinks quality', 'negative', 'demlik çay')]
1052:3	Kısacası berbat.	[('restaurant general', 'negative', 'NULL')]
1053:2	Mekani çok güzel, çesitler inanilmaz derecede bol ve lezzetli.	[('food quality', 'positive', 'NULL'), ('ambience general', 'positive', 'Mekani'), ('food style_options', 'positive', 'çesitler')]
1053:3	servisi gayet iyi.	[('service general', 'positive', 'servisi')]
1053:4	Tesis, Fethi Pasa korulugunun içinde yer aliyor.	[('location general', 'neutral', 'Tesis')]
1054:0	Etler kalitesi ortalama.	[('food quality', 'neutral', 'Etler')]
1054:1	Lezzet ortalama.	[('food quality', 'neutral', 'Lezzet')]
1054:2	Neyle kıyaslanarak çok beğenildiğini merak ediyorum açıkçası.	[('restaurant general', 'negative', 'NULL')]
1054:3	Mekan güzel.	[('restaurant general', 'positive', 'Mekan')]
1054:4	Bu et bu parayı asla hak etmiyor.	[('food quality', 'negative', 'et'), ('food prices', 'negative', 'et')]
1055:0	Kuru fasulye için gidilir.	[('food quality', 'positive', 'Kuru fasulye')]
1055:1	Güzel yapıyorlar.	[('food quality', 'positive', 'NULL')]
1055:2	Pilav, ayran eşliğinde iyi bir menü.	[('food quality', 'positive', 'menü')]
1055:3	Ama servis konusunda personelinden memnun değilim, bu konuda kendilerini inş.	[('service general', 'negative', 'personelinden')]
1056:0	Mart ayinin son gunu bugun berbatti burasi.	[('restaurant general', 'negative', 'burasi')]
1056:1	Kahvaltiliklar geldi cay yok gelen menemen bozuk domatesten,kokusu tadi yenecek gibi degil, yan masada surekli onu istemistik biz gelmedi diyip durdu bizim gibi.	[('food quality', 'negative', 'kokusu tadi'), ('food quality', 'negative', 'menemen'), ('food style_options', 'negative', 'Kahvaltiliklar')]
1056:2	Normalde sevdigim bir kahvalticiydi bgn ne yedigimi anladim ne bisi!	[('food quality', 'negative', 'yedigimi')]
1057:0	Nereye gitsek kararsızlığına düşmek üzereyken kurtarıcı olan mekandır Kütük Ev.	[('restaurant general', 'positive', 'mekandır')]
1057:1	İçeriden ve dışarıdan tamamen bir dağ evini andırmasıyla egzotik bir havaya sahip olan mekanda servis nispeten hızlı, fiyatlar pahalı değil, bahçesi güzel.	[('ambience general', 'positive', 'bahçesi'), ('ambience general', 'positive', 'mekanda'), ('restaurant prices', 'positive', 'fiyatlar'), ('service general', 'positive', 'servis')]
1057:2	Kışın daha çok tercih edilebilecek bir yer ama yazın da gidilir gidilmesine.	[('restaurant general', 'positive', 'NULL')]
1058:0	Sunduklari lezzetleri ve gösterdikleri ilgi ile Küçük Ev sayesinde güzel bir aksam geçirdik.	[('food quality', 'positive', 'lezzetleri'), ('restaurant general', 'positive', 'Küçük Ev'), ('service general', 'positive', 'ilgi')]
1058:1	Ardindan en çok begendigim ise döner oldu.	[('food quality', 'positive', 'döner')]
1058:2	Gayet lezzetliydi.	[('food quality', 'positive', 'NULL')]
1058:3	Bence buraya yolunuz düserse dönerini ve kavurmali pidesini kesinlik denemenizi öneririm.	[('food quality', 'positive', 'dönerini ve kavurmali pidesini')]
1058:4	Diger yediklerimizide begendim hepsi güzellerdi.	[('food quality', 'positive', 'yediklerimizide')]
1058:5	Kendi üretimleri manda yogurtlarinida denemenizde fayda var.	[('food quality', 'positive', 'manda yogurtlarinida')]
1058:6	Tatlilardan ise en çok kazandibini ve kaymakli ayva tatlisini begendim.	[('food quality', 'positive', 'kaymakli ayva tatlisini'), ('food quality', 'positive', 'kazandibini')]
1058:7	Fiyatlar ise sunulan hizmet, kalite ve merkezi konumundan dolayi uygun sayilir.	[('restaurant prices', 'positive', 'Fiyatlar'), ('location general', 'positive', 'konumundan'), ('service general', 'positive', 'hizmet')]
1058:9	Öncelikle ortamini çok begendim.	[('ambience general', 'positive', 'ortamini')]
1058:10	Güzel, sik ve ferah bir ortami var.	[('ambience general', 'positive', 'ortami')]
1058:11	Özellikle restorantin tam ortasindaki agaç çok hosuma gitti.	[('ambience general', 'positive', 'agaç')]
1058:13	O agaci korumak için gösterdiginiz çaba kesinlikle isletmenizin sayginligini fazlasiyla arttiracaktir.	[('ambience general', 'positive', 'çaba')]
1058:14	Hazir ürünlerden çok yöresel ve kendi üretimleri ürünleri kullaniyor oluslari çok hosuma gitti.	[('food style_options', 'positive', 'ürünleri')]
1058:15	Trabzon ve Rizeden gelen kavurmalar ile yapilan kasarli ve kavurmali pide beni benden aldi.	[('food quality', 'positive', 'kasarli ve kavurmali pide')]
1058:16	Harikaydi...	[('restaurant general', 'positive', 'NULL')]
1059:0	Umdugumu degil buldugumu yedim - Arkadaslarim çok övdü, geldim yedim bitiremedim.	[('food quality', 'negative', 'NULL')]
1059:1	Yani güzel degildi.	[('food quality', 'negative', 'NULL')]
1059:2	Damak tadima hitap edemedi açikçasi.	[('food quality', 'negative', 'NULL')]
1059:3	Biberler kizartilmadan atilmis içine.	[('food quality', 'negative', 'Biberler')]
1059:4	Bol yumurtali ve birkaç parça domates atilmis içine.	[('food quality', 'negative', 'domates')]
1059:5	Adeta menemen degil biberli omlet olmus gibi.	[('food quality', 'negative', 'menemen')]
1059:6	Açik ayrani fena degildi.	[('drinks quality', 'neutral', 'Açik ayrani')]
1059:7	Begendim diyebilirim.	[('restaurant general', 'positive', 'NULL')]
1060:0	Manzara disinda deneyimlenecek bir yemegi yok gereksiz pahali ve verdiginiz paraya asla degmeyen menusu var aslinda yok cunku cesit yok.	[('ambience general', 'positive', 'Manzara'), ('food style_options', 'negative', 'cesit'), ('restaurant prices', 'negative', 'NULL'), ('food quality', 'negative', 'yemegi')]
1060:1	hamburgerini deneyelim dedik kendisi 35tl sunum berbat hamburgeri lezzetli degil saoganlar karamelize degil sadece patates kizartmasi guzel onu da mc donaldsta yeyin.	[('food quality', 'positive', 'patates kizartmasi'), ('service general', 'negative', 'sunum'), ('food quality', 'negative', 'hamburgeri')]
1061:0	dün gidip yeniden kahvalti etme firsati buldugum yer.	[('restaurant general', 'positive', 'yer')]
1061:2	ben arkadasim ve 2.5 yasindaki oglum rahatlikla doyduk.	[('food style_options', 'positive', 'doyduk')]
1061:3	bir kahvalti tabagi ile gelen çay ücretsizdi.	[('drinks style_options', 'positive', 'çay')]
1061:4	yukaridaki masaya ek olarak 3 bardak çay ve su dahil 42 tl ücret ödedik.	[('restaurant prices', 'neutral', 'ücret')]
1061:5	kahvalti tabagi 17.90 tl menemen 10 tl patates 8 tl.	[('food prices', 'neutral', 'patates'), ('food prices', 'neutral', 'menemen'), ('food prices', 'neutral', 'kahvalti tabagi')]
1062:0	Sani Istanbul'un dört bir kösesine yayilmis durumda.	[('restaurant general', 'positive', 'Sani')]
1062:1	Fakat benim çok yakinimda olmasina ragmen çok sik gitmeyi tercih etmiyorum.	[('restaurant general', 'neutral', 'NULL')]
1062:2	Etine eyvallah fakat fiyat konusunda çok uçuklar.	[('restaurant prices', 'negative', 'fiyat'), ('food quality', 'positive', 'Etine')]
1062:3	Biraz daha ortamini sik hale dönüstürürlerse daha fazla müsteri çekeceklerine eminim.	[('ambience general', 'negative', 'ortamini')]
1063:0	Bu kadar çok ve lezzetli çay çeşidini bir arada bulmak çok güzel.	[('food quality', 'positive', 'çay'), ('food style_options', 'positive', 'çay')]
1063:1	Karaköyün dar sokak aralarında, sokağa koyduğu masalarıyla insanı farklı bir atmosfere sürüklüyor.	[('ambience general', 'positive', 'atmosfere'), ('location general', 'positive', 'sokak aralarında')]
1063:2	Servis çok özenli ve güzel.	[('service general', 'positive', 'Servis')]
1063:3	Müşterisi genç bir kitle.	[('restaurant general', 'neutral', 'Müşterisi')]
1063:4	Kül tablalarının dolu ve pis durması bana Starbucks'ı hatırlattı.	[('service general', 'negative', 'Kül tablalarının')]
1064:0	Manzara'ya tabikide yıldızlı 5 !	"[('ambience general', 'positive', ""Manzara'ya"")]"
1064:1	Dekorasyon da bir o kadar güzel.	[('ambience general', 'positive', 'Dekorasyon')]
1064:2	Eğer sabırlıysanız ve denize biraz daha yakın olayım diyorsanız iyi şanslar ne kadar bekleyeceğiniz bir muamma.	[('restaurant general', 'neutral', 'NULL')]
1064:3	Tek kötü yanı bu olabilir burasının benim açımdan.	[('restaurant general', 'negative', 'NULL')]
1064:4	Fiyatlar gerçekten bir tık üstte ama manzara gözümü her defasında kör ediyor ve görmezden gelebiliyorum.	[('ambience general', 'positive', 'manzara'), ('restaurant prices', 'negative', 'Fiyatlar')]
1064:5	Aşk-ı Memnu'yu tatmayan kalmasın!	"[('food quality', 'positive', ""Aşk-ı Memnu'yu"")]"
1064:6	Burdaysanız mutlaka deneyin Kuş Yuvası yenmesi biraz zor bir tatlı ama o da güzel bir alternatif.	[('food quality', 'positive', 'Kuş Yuvası')]
1065:0	yazın dısarıda yer bulması epey zor.	[('ambience general', 'neutral', 'yer')]
1065:1	fakat kızartma combosu bir harika.	[('food quality', 'positive', 'kızartma combosu')]
1065:2	sürekli kalabalik nedeniyle servis oldukca yavas.	[('service general', 'negative', 'servis')]
1065:3	bazen bir hesabın gelmesi bile yarım saat sürebiliyor.	[('service general', 'negative', 'hesabın gelmesi')]
1066:0	Sadece ün yapmak işte hepsi bundan ibaret.	[('restaurant general', 'negative', 'NULL')]
1066:1	Parasıyla almıyormuş gibi davran panpa konsept esinmesi bülent ersoyun fevkinde	[('ambience general', 'negative', 'konsept')]
1067:0	3 arkadaş yaz başı gittik,döner kısma oturduk 7-8 dakika sipariş almaya gelen olmadı.	[('service general', 'negative', 'sipariş')]
1067:2	Bi dakka bekleyin işim var görüyorsunuz tarzı bir fırça.	[('service general', 'negative', 'NULL')]
1068:0	Evet yemekler lezzetli ortam guzel fakat hafta sonu gittigimiz icin midir bilmemm cok kalabalikti.	[('ambience general', 'positive', 'ortam'), ('food quality', 'positive', 'yemekler')]
1068:1	Calisanlar pek ilgili degildi hesabi tam 17482 garsona soylememize ragmen yarim saat sonra geldi abartisiz.	[('service general', 'negative', 'hesabi'), ('service general', 'negative', 'Calisanlar')]
1069:0	içecek çeşitliliği konusunda biraz yetersiz ancak fiyat olarak tartışmasız çevresine göre çok çok ucuz.	[('restaurant prices', 'positive', 'fiyat'), ('drinks style_options', 'negative', 'içecek çeşitliliği')]
1069:1	civarda sıcaktan bunalıp serinlemek istiyorsanız boğazın kenarındaki masalardan birine oturup canlı müzik eşliğinde soğuk birşeyler içebilirsiniz.	[('restaurant general', 'positive', 'NULL')]
1069:2	Türk kahvesi de fena değil.	[('drinks quality', 'positive', 'Türk kahvesi')]
1070:0	Manzarasi ve dizayni guzel fakat garsonlar ilgisiz, porsiyonlar cok kucuk ve pahali.	[('ambience general', 'positive', 'Manzarasi ve dizayni'), ('food style_options', 'negative', 'porsiyonlar'), ('service general', 'negative', 'garsonlar'), ('restaurant prices', 'negative', 'NULL')]
1070:2	Lezzet eh iste.	[('food quality', 'neutral', 'Lezzet')]
1070:3	Ozetle manzara disinda bisey yok.	[('ambience general', 'positive', 'manzara'), ('restaurant general', 'negative', 'NULL')]
1071:0	Happy hour icin vazgecilmez nokta.	[('restaurant general', 'positive', 'Happy hour')]
1071:1	Bence burgerleri ve pizzasi Kanyon'da yenebilecek acik ara en iyi.	[('food quality', 'positive', 'burgerleri ve pizzasi')]
1071:2	Zincirler icinde tek tercih edilebilir yer.	[('restaurant general', 'positive', 'yer')]
1072:0	Adi her ne kadar pizzaci olsa da ne yazik ki pizzalar ortalama.	[('food quality', 'neutral', 'pizzalar')]
1072:1	Neden bu kadar popüler oldugunu anlamiyorum.	[('restaurant general', 'negative', 'NULL')]
1073:0	Num Num gerçegi - Yediginiz herseyin hakkini verdikleri bir gerçek.	[('food quality', 'positive', 'Yediginiz herseyin')]
1073:1	Yemeklerin doyuruculugu ve lezzeti tartisilmaz ancak ögle saatlerinde yer bulmakta oldukça sikintili.	[('food quality', 'positive', 'Yemeklerin doyuruculugu ve lezzeti'), ('ambience general', 'negative', 'yer bulmakta')]
1074:0	Manzaraya da sufleye de bayildik.	[('ambience general', 'positive', 'Manzaraya'), ('food quality', 'positive', 'sufleye')]
1074:1	Karsida isiklariyla Rumeli Hisari ve köprü manzarasi esliginde bir aksamüstü Big Chefs'te oturmak çok keyifliydi.	"[('ambience general', 'positive', ""Big Chefs'te oturmak""), ('ambience general', 'positive', 'köprü manzarasi')]"
1074:2	Sufle 13,5 lira, çay 4,5 lira.	[('drinks prices', 'neutral', '4,5 lira'), ('food prices', 'neutral', '13,5 lira')]
1075:2	Burada sulu yemek yok.	[('food style_options', 'neutral', 'sulu yemek')]
1075:3	Gençler ve ögrenciler için fiyatlari daha uygun tutmuslar.	[('restaurant prices', 'positive', 'fiyatlari')]
1075:4	Lahmacun döner burger pide ve köfte çesitleri mevcut.	[('food style_options', 'positive', 'çesitleri')]
1076:0	Iftar menüsü 80 TL.	[('food prices', 'neutral', 'Iftar menüsü')]
1076:1	Ezogelin çorba çok tuzluydu.	[('food quality', 'negative', 'Ezogelin çorba')]
1076:2	Ve erken servis edildigi için iftara kadar sogudu.	[('service general', 'negative', 'servis edildigi')]
1076:3	Içli köfte ve pirzola güzeldi.	[('food quality', 'positive', 'Içli köfte ve pirzola')]
1076:4	Servis elemanlari yetersiz oldugu için yavasti.	[('service general', 'negative', 'Servis')]
1076:5	Her seyden öte böyle bir mekana bu tuvaletler hiç yakismiyor	[('ambience general', 'negative', 'tuvaletler')]
1077:0	Bir yer düşünün ki içecekler bardakla geliyor, garsonlar suratsız ve Islak mendil bulunmuyor sebepsiz yere -_- buraya ne olmuş böyle !	[('drinks style_options', 'negative', 'içecekler'), ('service general', 'negative', 'garsonlar')]
1077:1	Hayal kırıklığı	[('restaurant general', 'negative', 'NULL')]
1078:1	Civardaki restorantlardan pek bir farkı yok, servisi yavaş.	[('service general', 'negative', 'servisi')]
1079:0	Her deniz ürününü karıştırıp önünüze getiriyorlar.	[('food style_options', 'neutral', 'deniz ürününü')]
1079:1	Açıkçası hicbirinin tadını tam alamiyorsunuz.	[('food style_options', 'negative', 'NULL')]
1079:2	Balik ve deniz ürünlerini çok sevmeyenler Balik KFCsi kıvamında olduğu ve Kızartma bol olduğu için sevebilirler.	[('food style_options', 'positive', 'Kızartma')]
1079:3	Sadece soya soslu somon başarılıydı.	[('food quality', 'positive', 'soya soslu somon'), ('food quality', 'negative', 'başarılıydı')]
1080:0	Kisin iç kismi dag evini animsatan, yazin bahçesi yesillikler icersinde ve ferah olan, açik büfe kahvaltisi zengin çesitleriyle bir hayli rabet gören, bunun haricinde genellikle nargile severlerin ugrak mekani olan tatli bir cafe.	[('restaurant general', 'positive', 'cafe'), ('ambience general', 'positive', 'bahçesi'), ('food style_options', 'positive', 'açik büfe kahvaltisi')]
1081:0	Utanmadan bozuk içli köfte, acilasmis tereyagi servis edebilen bir mekan...	[('food quality', 'negative', 'içli köfte'), ('food quality', 'negative', 'tereyagi')]
1081:1	Garsonu bu kadar uyardigimizda ise sadece iletirim dedi.	[('service general', 'negative', 'Garsonu')]
1081:2	Özür bile dilemediler.	[('service general', 'negative', 'NULL')]
1082:0	Machiato dediğim halde yerine espresso servis eden işletme.	[('service general', 'negative', 'servis eden')]
1082:1	Boş bardak, fincan, tabak masada bekliyor, toplayan yok.	[('service general', 'negative', 'toplayan')]
1082:2	Menüdeki çeşitleri sorunca, o yok, bu yok, onun yerine şunu verelim, bunu verelim.	[('food style_options', 'negative', 'NULL')]
1082:3	Kirli, iyi yıkanmamış bardakla çay servisi.	[('service general', 'negative', 'çay servisi')]
1082:4	Mado'nun genel hastalıklarının bir araya gelmiş hali gibi.	[('restaurant general', 'negative', 'NULL')]
1082:5	Manzara satıyor burada da.	[('restaurant general', 'negative', 'satıyor'), ('ambience general', 'positive', 'Manzara')]
1082:6	Yoksa Mado'ların kötü bir örneği.	[('restaurant general', 'negative', 'örneği')]
1083:0	Ev yemekleri hergün farkli - Tipki anne eli degmis gibi lezzetli ev yemekleri...	[('food quality', 'positive', 'ev yemekleri'), ('food style_options', 'positive', 'Ev yemekleri')]
1083:1	Mekan çok küçük hemen doluyor.	[('ambience general', 'negative', 'Mekan')]
1083:2	Öglenleri yer bulamadigimiz çok oluyor.	[('service general', 'negative', 'yer bulamadigimiz')]
1083:3	Genelde ürünler lezzetli ve fiyat da uygun .	[('food quality', 'positive', 'ürünler'), ('food prices', 'positive', 'fiyat')]
1083:4	Öglen için tercih edilebilir ama 12yi çok geçirmemek gerekiyor...	[('service general', 'negative', 'NULL'), ('restaurant general', 'positive', 'NULL')]
1084:0	Cok guzel sirin bir mekan yemekler kokteyliler super manzara cok iyi, tabiki bu guzel seyler icin sira bekleyebilirsiniz.	[('ambience general', 'positive', 'manzara'), ('food quality', 'positive', 'yemekler'), ('drinks quality', 'positive', 'kokteyliler'), ('ambience general', 'positive', 'mekan')]
1085:1	Malzemeler güzel ama hamuru çok sevemedim.	[('food style_options', 'positive', 'Malzemeler'), ('food style_options', 'negative', 'hamuru')]
1085:3	Genel olarak mekan şirin.	[('ambience general', 'positive', 'mekan')]
1085:6	Alkol olsa daha tutulabilirler.	[('drinks style_options', 'negative', 'Alkol')]
1086:0	Hayatımın en pahalı yemeğini yediğim restoran.	[('food prices', 'negative', 'yemeğini')]
1086:1	Yemekler lezzetli olmasına rağmen FSM köprüsünün başınızın üstünde zebellah gibi durması manzaranın keyfini kaçırmakta.	[('ambience general', 'negative', 'manzaranın'), ('food quality', 'positive', 'Yemekler')]
1086:2	Yemek porsiyonları çok küçük.	[('food style_options', 'negative', 'Yemek porsiyonları')]
1086:3	Vale hizmeti var.	[('service general', 'neutral', 'Vale hizmeti')]
1087:0	Rock'n Roll burger yedim.	"[('food quality', 'neutral', ""Rock'n Roll burger"")]"
1087:1	Burger ekmegi yumusamis dagiliyordu.	[('food quality', 'negative', 'Burger ekmegi')]
1087:2	Icinde ki sos da pek bi istah acici degildi.	[('food quality', 'negative', 'sos')]
1087:3	Ortami guzel gidilecekse onun icin gidelebilir.	[('ambience general', 'positive', 'Ortami')]
1088:0	Mekan enteresan bir havaya sahip , haftaici aksamlari abiler ellerinde nargilelerle çayla muhabbetin dibine vururken.	[('ambience general', 'neutral', 'Mekan')]
1088:1	Hafta sonu sabahlari ozellikle evli ve cocuklu ciftlerin kahvalti merkezi oluyor.	[('restaurant general', 'neutral', 'kahvalti merkezi')]
1088:2	Yemeklerini ve caylarini begendigim.	[('food quality', 'positive', 'Yemeklerini'), ('drinks quality', 'positive', 'caylarini')]
1088:3	Fiyat olarak gayet mantikli bir isletme.	[('restaurant prices', 'positive', 'Fiyat')]
1088:4	Tavsiyemdir	[('restaurant general', 'positive', 'NULL')]
1089:0	Kendilerine özel biraları mevcut olsaydı belki daha güzel olurdu ama standart biralardan içmek durumunda kaldık.	[('drinks style_options', 'negative', 'biraları')]
1089:1	Bunun haricinde servis iyi garsonlar güleryüzlü ve rahat bir mekan.	[('service general', 'positive', 'garsonlar'), ('service general', 'positive', 'servis'), ('ambience general', 'positive', 'mekan')]
1089:2	Yemekler de farklı tadlar var.	[('food style_options', 'positive', 'Yemekler')]
1089:3	Cuma iş çıkışı arkadaşlarla takılmalık bir mekan.	[('ambience general', 'positive', 'mekan')]
1090:0	Çok fazla lezzetli alternatifi bulunan menüsünü seviyorum.	[('food style_options', 'positive', 'menüsünü'), ('food quality', 'positive', 'menüsünü')]
1090:1	Citys'in alt katındayken tanıdık sevdik.	[('restaurant general', 'positive', 'NULL')]
1090:2	Magnolia'sı ayrı, limonatası ayrı güzel.	"[('food quality', 'positive', ""Magnolia'sı""), ('drinks quality', 'positive', 'limonatası')]"
1090:3	Bir peynirli tostu bile çok özenle sunuyorlar.	[('service general', 'positive', 'sunuyorlar')]
1091:0	Somon ızgarasına 4 puan.	[('food quality', 'neutral', 'Somon ızgarasına')]
1091:1	Hem sağlıklı hem de doyurucu.	[('food quality', 'positive', 'NULL')]
1091:2	Güzel bir öğle yemeği molası.	[('food quality', 'positive', 'öğle yemeği')]
1091:3	Bahçesi de güzel.	[('ambience general', 'positive', 'Bahçesi')]
1091:4	Salıncağı bile var.	[('ambience general', 'positive', 'Salıncağı')]
1091:5	Yemek üzerine de soğuk kahve iyi gidiyor.	[('drinks quality', 'positive', 'soğuk kahve')]
1092:0	Boğazın en güzel yerlerinden birinde, sıcak, sempatik ve zevkli dekorasyonu ve şahane manzarası, genç müşteri kitlesi, güzel müzikleri yetmezmiş gibi güler yüzlü arkadaşca servisi de mükemmel.	[('ambience general', 'positive', 'manzarası'), ('service general', 'positive', 'servisi'), ('location general', 'positive', 'yerlerinden'), ('ambience general', 'positive', 'müzikleri'), ('ambience general', 'positive', 'dekorasyonu')]
1092:1	Kahvaltı seçenekleri çok iyi.	[('food style_options', 'positive', 'Kahvaltı seçenekleri')]
1092:2	Yemekleri de fena değil.	[('food quality', 'neutral', 'Yemekleri')]
1092:3	Tüm bu özelikleri göz önüne alınca fiyatlar çok makul geliyor.	[('restaurant prices', 'positive', 'fiyatlar')]
1092:4	Gece, gündüz, her zaman için öneririm.	[('restaurant general', 'positive', 'NULL')]
1093:0	Besiktaki en hakiki pideci diyebilirim.	[('food quality', 'positive', 'pideci')]
1093:1	ben bu yuzden tatli yemegi tercih etmedim.	[('food quality', 'negative', 'NULL')]
1093:2	fiyatlari 13-17 tl arasi porsiyonlari 1.5 olarak buyutmek de mumkun.	[('food prices', 'neutral', 'fiyatlari'), ('food style_options', 'neutral', 'porsiyonlari')]
1093:3	puanimdan sirf yavas yuzunden kisiyorum!	[('service general', 'negative', 'NULL'), ('restaurant general', 'positive', 'kisiyorum')]
1093:4	otobus duraginin hemen karsisinda yeri cok kolay.	[('location general', 'positive', 'yeri')]
1093:6	porsiyonu tam malzemesi bol hamuru citir citir fakat servis icin ayni hosnutluktan bahsedemicem.	[('food style_options', 'positive', 'malzemesi'), ('food style_options', 'positive', 'porsiyonu'), ('food style_options', 'positive', 'hamuru'), ('service general', 'negative', 'servis')]
1093:7	servis oldukca yavas.	[('service general', 'negative', 'servis')]
1093:8	yavas demek bile az kalir.	[('service general', 'negative', 'NULL')]
1093:9	az vaktiniz varsa kesinlikle ogle saatlerinde ugramayiniz.	[('service general', 'negative', 'NULL')]
1093:10	besiktas da yiyebilceniz en iyi pide ama odun atesinde pisenin yerini tutmuyor tabiki.	[('food style_options', 'negative', 'NULL'), ('food quality', 'positive', 'pide')]
1093:11	tatli secenekleri de mevcur sufle ve kunefe var menu de var da pide o kadar gec gelince insani tatli siparisi dusunduruyor.	[('service general', 'negative', 'gelince'), ('food style_options', 'positive', 'tatli')]
1094:0	Eski kalitesinde olmasada hala iyi diyelim talep çok olunca ister istemez kalite ve servis vasata düşüyor etleri kenfi çiftliklerinden otopark sorun fiatlar normal	[('service general', 'neutral', 'servis'), ('service general', 'negative', 'otopark'), ('restaurant prices', 'neutral', 'fiatlar'), ('restaurant general', 'neutral', 'kalite')]
1095:0	Manzarasi icin gidilesi cafe , cok fazla yazacak bisey yok.	[('ambience general', 'positive', 'Manzarasi')]
1095:1	fiyatlar standart seviyede.	[('restaurant prices', 'neutral', 'fiyatlar')]
1095:2	otopark sorunu yok.	[('location general', 'positive', 'otopark')]
1095:3	sessiz sakin ve huzurlu bir mekan.	[('ambience general', 'positive', 'mekan')]
1096:0	Kuru fasulyesi lezzetli.	[('food quality', 'positive', 'Kuru fasulyesi')]
1096:1	Sutlaci tavsiye edilir.	[('food quality', 'positive', 'Sutlaci')]
1096:2	Köftesi de kaliteli.	[('food quality', 'positive', 'Köftesi')]
1096:3	Sade güzel bir yer.	[('ambience general', 'positive', 'yer')]
1096:4	Çalışanlar ilgili kibar.	[('service general', 'positive', 'Çalışanlar')]
1096:5	Ortaköye yolu düşen ugramali.	[('restaurant general', 'positive', 'NULL')]
1097:0	Park sorunu ciddi.	[('location general', 'negative', 'Park')]
1097:1	Valesi var gerçi.	[('service general', 'neutral', 'Valesi')]
1097:2	Pazar sabahları brunch dışında seçeneğiniz yok.	[('food style_options', 'negative', 'seçeneğiniz')]
1097:3	Brunch çeşitleri ehh.	[('food style_options', 'neutral', 'Brunch')]
1097:4	Masaya istenen sucuklu yumurtanın sucuğuna extra ücret istenmesi ayıp.	[('food prices', 'negative', 'ücret')]
1097:5	Mekanın lokasyonu on numara ama rezervasyonsuz deniz kenarı masa bulmanız imkansız.	[('location general', 'positive', 'Mekanın lokasyonu')]
1097:6	Böyle bir brunch için 59TL, 4 ince dilim sucuk için 5TL extra ücret mânâsız.	[('food prices', 'negative', 'ücret'), ('food prices', 'negative', 'brunch')]
1098:1	En son kabalık bir grup halinde gittiğimizde siparişlerde karışıklık olmuştu malesef.	[('service general', 'negative', 'siparişlerde')]
1099:0	Tek kelimeyle muhtesem bir lezzet, doner kesimi tam olarak usta isi.	[('food style_options', 'positive', 'doner kesimi'), ('food quality', 'positive', 'lezzet')]
1099:1	Yagsiz ve cok lezzetli.	[('food quality', 'positive', 'NULL')]
1099:2	Yaninda getirdikleri tandir lavasi ise bugune kadar yedigim en lezzetli lavas.	[('food quality', 'positive', 'tandir lavasi')]
1099:3	Oturdugunuz gibi siparisiniz aliniyor ve hemen servis yapilmaya baslaniyor.	[('service general', 'positive', 'siparisiniz')]
1099:4	Ortaya ise salata ve patates kizartmasi getiriyolar.	[('food style_options', 'neutral', 'salata ve patates kizartmasi')]
1099:5	Acik ara en iyi donerci.	[('restaurant general', 'positive', 'donerci')]
1100:0	Big chefs her daim şişirilmiş bir kafedir.	[('restaurant general', 'negative', 'kafedir')]
1100:1	Çünkü size oluru olmayan fiyatlar sunar.	[('restaurant prices', 'negative', 'fiyatlar')]
1100:3	İsim yapmıştır çünkü pahalı olduğu için kaliteli algısı yaratır .	[('restaurant prices', 'negative', 'NULL')]
1100:4	Bir ayvalık tostuna 20 tl , bir kavanoz tatlıya 20 tl vs. Yazan bu mekana kesinlikle gitmem .	[('food prices', 'negative', 'kavanoz tatlıya'), ('food prices', 'negative', 'ayvalık tostuna'), ('restaurant general', 'negative', 'mekana')]
1100:5	Çünkü bu israftan başka bir şey değil benim nazarımda .	[('restaurant general', 'negative', 'NULL')]
1100:6	Böyle mekanları biraz boş bırakmak lazım ki Fiyat skalasını biraz düşük aralığa taşısınlar !	[('restaurant prices', 'negative', 'Fiyat skalasını')]
1101:0	Tatlilar - Tatlilari çok güzel, tiramisu özellikle yenilmeli ama ana ögün kadar büyük geliyor dikkat!	[('food quality', 'positive', 'tiramisu'), ('food quality', 'positive', 'Tatlilari')]
1101:1	Unsuz çikolatali pastasi biraz agir, diyet yapanlar bulasmasin!	[('food quality', 'negative', 'Unsuz çikolatali pastasi')]
1102:0	Yemeklerin tadi tuzu yok.	[('food quality', 'negative', 'Yemeklerin')]
1102:1	Ortam gürültüden ibaret.	[('ambience general', 'negative', 'Ortam')]
1102:2	Garsonlar TV izlemekten size bakmiyor.	[('service general', 'negative', 'Garsonlar')]
