id	text	labels
586	Muss man wiederholen.	"['(""restaurant general"", ""positive"", ""NULL"")']"
587	Nach Diskussion, alles auf Englisch obwohl mitten in LOC, hat man uns dann auf die Dachterrasse gesetzt.	"['(""service general"", ""negative"", ""NULL"")']"
588	Nach der BUGA in RESTAURANT_NAME - tolle Location, mega leckeres Essen und ganz wichtig - ein toller, freundlicher und sehr zuvorkommender Service 👍 Wir kommen wieder!	"['(""restaurant general"", ""positive"", ""RESTAURANT_NAME"")', '(""food quality"", ""positive"", ""Essen"")', '(""service general"", ""positive"", ""Service"")', '(""location general"", ""positive"", ""Location"")']"
589	Naja… authentisch bayerisch ist anders.	"['(""restaurant miscellaneous"", ""negative"", ""NULL"")']"
590	Neben den langen Wartezeiten, bekamen wir ein Trinkglas mit Sprung, was wir frühzeitig genug bemerkten.	"['(""service general"", ""negative"", ""Wartezeiten"")']"
591	Negatives Highlight war die verbale Begegnung mit dem Chef des Hauses.	"['(""service general"", ""negative"", ""Chef"")']"
592	Nette Kellnerinnen und Kellner in nettem Outfit, mit Gatsby-Mütze und Hosenträger – also: Ich habe mich wohlgefühlt.	"['(""service general"", ""positive"", ""Kellnerinnen"")', '(""service general"", ""positive"", ""Kellner"")', '(""ambience general"", ""positive"", ""NULL"")']"
593	Nette Menschen, gutes und leckeres Essen - bin über Tripadvisor drauf gekommen und werde definitiv wieder hingehen!	"['(""food quality"", ""positive"", ""Essen"")', '(""ambience general"", ""positive"", ""Menschen"")', '(""restaurant general"", ""positive"", ""NULL"")']"
594	Netter Empfang und freundlicher Service.	"['(""service general"", ""positive"", ""Empfang"")', '(""service general"", ""positive"", ""Service"")']"
595	Nicht kulant, knauserig, überheblich.	"['(""service general"", ""negative"", ""NULL"")']"
596	"Nie wieder ""Früh am LOC""...Soviel Arroganz, Ignoranz und Unfreundlichkeit kann EIN (1) Mensch doch gar nicht alleine haben!!"	"['(""service general"", ""negative"", ""NULL"")', '(""restaurant general"", ""negative"", ""NULL"")']"
597	Nie wieder Auerbachs Keller!	"['(""restaurant general"", ""negative"", ""Auerbachs Keller"")']"
598	Nix zu bemängeln.	"['(""restaurant general"", ""positive"", ""NULL"")']"
599	Noch nie so reingelegt worden.	"['(""restaurant general"", ""negative"", ""NULL"")']"
600	Nudelauflauf hat leider auch nach wenig geschmeckt.	"['(""food quality"", ""negative"", ""Nudelauflauf"")']"
601	Nun ja - dann halt nicht mehr.	"['(""restaurant general"", ""negative"", ""NULL"")']"
602	Nun ja, darauf hin Rechnung bestellt - was auch ein wenig schwierig war - und zur Konkurrenz auf der anderen Seite gewechselt.	"['(""service general"", ""negative"", ""Rechnung"")']"
603	Nur der Beilagensalat ist in seinem Mayonnaise-Dressing ertrunken.	"['(""food quality"", ""negative"", ""Beilagensalat"")']"
604	Nur noch 1 Punkt überzeugte...der Service.	"['(""service general"", ""positive"", ""Service"")']"
605	Obwohl es ein sehr großes Lokal ist, konnten wir uns sehr gut unterhalten und fanden die Atmosphäre sehr angenehm.	"['(""ambience general"", ""positive"", ""Atmosphäre"")']"
606	Ohne Reservierung einen guten Tisch bekommen.	"['(""service general"", ""positive"", ""NULL"")']"
607	Pancakes, Brot, Brötchen, Kuchen, Müsli, Joghurt, Säfte, Tee, Kaffee, Wurst, Käse, Mett, Eier, Bacon, Würstchen usw. Einfach klasse und wenn man einen Platz an der LOC bekommt, umso schöner.	"['(""food quality"", ""positive"", ""Pancakes"")', '(""food quality"", ""positive"", ""Brot"")', '(""food quality"", ""positive"", ""Brötchen"")', '(""food quality"", ""positive"", ""Kuchen"")', '(""food quality"", ""positive"", ""Müsli"")', '(""food quality"", ""positive"", ""Joghurt"")', '(""drinks quality"", ""positive"", ""Säfte"")', '(""drinks quality"", ""positive"", ""Tee"")', '(""drinks quality"", ""positive"", ""Kaffee"")', '(""food quality"", ""positive"", ""Wurst"")', '(""food quality"", ""positive"", ""Käse"")', '(""food quality"", ""positive"", ""Mett"")', '(""food quality"", ""positive"", ""Eier"")', '(""food quality"", ""positive"", ""Bacon"")', '(""food quality"", ""positive"", ""Würstchen"")', '(""ambience general"", ""positive"", ""Platz an der LOC"")']"
608	Parkplätze sind ausreichend vorhanden.	"['(""restaurant miscellaneous"", ""positive"", ""Parkplätze"")']"
609	Per total: einmal und nie wieder dort.	"['(""restaurant general"", ""negative"", ""NULL"")']"
610	Personal aber wirklich auf zack.	"['(""service general"", ""positive"", ""Personal"")']"
611	Personal auf zack und der Burger war wirklich seeehr lecker!	"['(""service general"", ""positive"", ""Personal"")', '(""food quality"", ""positive"", ""Burger"")']"
612	Personal ist sehr freundlich und aufmerksam.	"['(""service general"", ""positive"", ""Personal"")']"
613	Pizza nur noch spärlich belegt.	"['(""food quality"", ""negative"", ""Pizza"")']"
614	Plätze auf dem Balkon waren nicht frei und so saßen wir, abgetrennt durch ein ziemlich hässliches Seil direkt an der LOC.	"['(""ambience general"", ""negative"", ""Seil"")']"
615	"Pommes ok beim Schnitzel benötigt man dringend etwas zu trinken.... viel zu trocken 3 Pilze in der ""sauce"" eher Suppe."	"['(""food quality"", ""neutral"", ""Pommes"")', '(""food quality"", ""negative"", ""Schnitzel"")', '(""food quality"", ""negative"", ""sauce"")']"
616	Portion direkt bestellt) mit leckeren Knödel.	"['(""food quality"", ""positive"", ""Knödel"")']"
617	Portionen sind mehr als ausreichend, Preise sind human und Bedienung ist sehr freundlich.	"['(""service general"", ""positive"", ""Bedienung"")', '(""restaurant prices"", ""positive"", ""Preise"")', '(""food style_options"", ""positive"", ""Portionen"")']"
618	Preis, 14.90€, fand ich total überzogen.	"['(""restaurant prices"", ""negative"", ""Preis"")']"
619	Preis/Leistung stimmt nicht..	"['(""restaurant prices"", ""negative"", ""Preis/Leistung"")']"
620	"Problematisches P/L-Verhältnis bei den 6 ""fine de claires""-Austern (19,50€), weder geschmacklich noch von der Substanz befriedigend, da winzig; dem ""Loup de mer"" (26,90€) fehlte der Saft, er wirkte trocken und war im Übrigen ein Grätenmonster, der Spinat wirkte geschmacksneutral, die Bratkartoffeln waren deutlich zu kurz gebraten, kaum Bräunung."	"['(""food prices"", ""negative"", ""fine de claires-Austern"")', '(""food quality"", ""negative"", ""fine de claires-Austern"")', '(""food quality"", ""negative"", ""Loup de mer"")', '(""food quality"", ""negative"", ""Spinat"")', '(""food quality"", ""negative"", ""Bratkartoffeln"")', '(""food style_options"", ""negative"", ""fine de claires-Austern"")']"
621	Qualität der Speisen und Optik in Ordnung.	"['(""food quality"", ""neutral"", ""Speisen"")']"
622	Qualität des Essens Durchschnitt.	"['(""food quality"", ""neutral"", ""Essens"")']"
623	Qualität super, gerne werden wir wieder kommen	"['(""restaurant general"", ""positive"", ""NULL"")', '(""food quality"", ""positive"", ""NULL"")']"
624	RESTAURANT_NAME ist eine ganz wunderbare Lokalität auf dem LOC.	"['(""restaurant general"", ""positive"", ""RESTAURANT_NAME"")']"
625	RESTAURANT_NAME war voll besetzt, was für den sehr freundlichen Service natürlich eine Herausforderung war und wir mussten uns etwas gedulden, was man aber bei der gebotenen Qualität sehr gerne in Kauf nimmt.	"['(""service general"", ""positive"", ""Service"")', '(""food quality"", ""positive"", ""Qualität"")']"
626	Regelrecht zerkocht.	"['(""food quality"", ""negative"", ""NULL"")']"
627	Reklamation mit Schulterzucken quittiert	"['(""service general"", ""negative"", ""Reklamation"")']"
628	Richtig cool sind die vielen Stammtische, wo jeder ein eigenes Wappen hat, sowie die versperrten Bierkrüge.	"['(""ambience general"", ""positive"", ""Stammtische"")', '(""food quality"", ""positive"", ""Bierkrüge"")']"
629	Riesig große, mega leckere Pizza!	"['(""food quality"", ""positive"", ""Pizza"")']"
630	Rundum einfach gemütlich und fein.	"['(""ambience general"", ""positive"", ""NULL"")', '(""food quality"", ""positive"", ""NULL"")']"
631	SERVICEWir wurden nach dem Eintritt ins Restaurant freundlich begrüßt und konnten auch den Platz frei wählen.	"['(""service general"", ""positive"", ""NULL"")']"
632	Schade für die ehemalige Perle im LOC.	"['(""restaurant general"", ""negative"", ""NULL"")']"
633	Schade, ansonsten eine sehr schöne Gastronomie mit super netten Service.	"['(""restaurant general"", ""positive"", ""Gastronomie"")', '(""service general"", ""positive"", ""Service"")']"
634	Schade, denn das Essen und das Ambiente ist wirklich gut beim Röslein, aber bei den Preisen kann ich zumindest einen freundlichen Umgang erwarten.	"['(""food quality"", ""positive"", ""Essen"")', '(""ambience general"", ""positive"", ""Ambiente"")', '(""service general"", ""negative"", ""NULL"")']"
635	Schade, ich kann es nicht empfehlen!	"['(""restaurant general"", ""negative"", ""NULL"")']"
636	Schnelle Bedienung trotz voller Auslastung.	"['(""service general"", ""positive"", ""Bedienung"")']"
637	Schnelle Küche mit geringem Anspruch.	"['(""service general"", ""negative"", ""Küche"")']"
638	Schon beim betreten hat der Wirt respektlose und super unfreundliche Bemerkungen gemacht, ging dann so weiter und beim Bezahlungen hat ein anderer angestellter auch angefangen zu meckern.	"['(""service general"", ""negative"", ""Wirt"")', '(""service general"", ""negative"", ""angestellter"")']"
639	Schon im Glas sieht er unappetitlich trübe aus und schmeckt noch schlechter als er aussieht.	"['(""drinks quality"", ""negative"", ""Glas"")']"
640	"Schweinchenrosa gekachelt, Schlachthausatmosphäre, Plastiktische, Kühlschrank für ""Dry-Age Fleisch"", einfach stillos, ein no go."	"['(""ambience general"", ""negative"", ""Schlachthausatmosphäre"")', '(""ambience general"", ""negative"", ""Plastiktische"")']"
641	Schön eingerichtet und ein zauberhafter Biergarten im Sommer.	"['(""ambience general"", ""positive"", ""NULL"")', '(""ambience general"", ""positive"", ""Biergarten"")']"
642	Schöner Außenbereich	"['(""ambience general"", ""positive"", ""Außenbereich"")']"
643	Schönes Ambiente, freundliches und kompetentes Personal, kreative Speisekarte, leckeres Essen.	"['(""ambience general"", ""positive"", ""Ambiente"")', '(""service general"", ""positive"", ""Personal"")', '(""food style_options"", ""positive"", ""Speisekarte"")', '(""food quality"", ""positive"", ""Essen"")']"
644	Schönes Ambiente.	"['(""ambience general"", ""positive"", ""Ambiente"")']"
645	Sehr Enttäuscht für über 200 €	"['(""restaurant prices"", ""negative"", ""NULL"")']"
646	Sehr Schade!	"['(""restaurant general"", ""negative"", ""NULL"")']"
647	Sehr aufmerksame und nette Bedienung.	"['(""service general"", ""positive"", ""Bedienung"")']"
648	Sehr enttäuschend!Geronnene Sauce Hollondaise zum Spargel, Tütenzwiebeln zum Rostbraten, ölig geschmacksneutrale Salatsaucen, sehr dunkel frittierte Schnitzel um mittleren Preissegment.	"['(""food quality"", ""negative"", ""Sauce Hollondaise"")', '(""food quality"", ""negative"", ""Tütenzwiebeln"")', '(""food quality"", ""negative"", ""Salatsaucen"")', '(""food quality"", ""negative"", ""Schnitzel"")', '(""food prices"", ""neutral"", ""Preissegment"")']"
649	Sehr freundlich und professionell, seine Empfehlungen für Essen und Wein waren top!	"['(""service general"", ""positive"", ""NULL"")', '(""food quality"", ""positive"", ""Essen"")', '(""drinks quality"", ""positive"", ""Wein"")']"
650	Sehr freundlich, auch zu unserem Hund.	"['(""service general"", ""positive"", ""freundlich"")']"
651	Sehr freundliche Bedienung.	"['(""service general"", ""positive"", ""Bedienung"")']"
652	Sehr gut fanden wir die Auswahl an offenen Weinen.	"['(""drinks style_options"", ""positive"", ""Auswahl an offenen Weinen"")']"
653	Sehr gut gegessene.	"['(""food quality"", ""positive"", ""NULL"")']"
654	Sehr gute Qualität.	"['(""restaurant general"", ""positive"", ""NULL"")']"
655	Sehr guter und freundlicher Service.	"['(""service general"", ""positive"", ""Service"")']"
656	Sehr gutes Essen und Service.	"['(""food quality"", ""positive"", ""Essen"")', '(""service general"", ""positive"", ""Service"")']"
657	Sehr gutes Essen und ein toller persönlicher Service!	"['(""food quality"", ""positive"", ""Essen"")', '(""service general"", ""positive"", ""Service"")']"
658	Sehr hübsches bodenständigies Lokal.	"['(""restaurant general"", ""positive"", ""Lokal"")', '(""ambience general"", ""positive"", ""Lokal"")']"
659	Sehr leckere Getränke meine Empfehlung ist der Limoncello Spritz sehr erfrischend.	"['(""drinks quality"", ""positive"", ""Getränke"")', '(""drinks quality"", ""positive"", ""Limoncello Spritz"")']"
660	Sehr leckeres Bier.	"['(""drinks quality"", ""positive"", ""Bier"")']"
661	Sehr leckeres Essen in einem gemütlichen Ambiente.	"['(""food quality"", ""positive"", ""Essen"")', '(""ambience general"", ""positive"", ""Ambiente"")']"
662	Sehr leckeres Essen und lockere Atmosphäre.	"['(""food quality"", ""positive"", ""Essen"")', '(""ambience general"", ""positive"", ""Atmosphäre"")']"
663	Sehr nette Mitarbeiter.	"['(""service general"", ""positive"", ""Mitarbeiter"")']"
664	Sehr netter Service und leckeres Essen.	"['(""service general"", ""positive"", ""Service"")', '(""food quality"", ""positive"", ""Essen"")']"
665	Sehr netter Service!	"['(""service general"", ""positive"", ""Service"")']"
666	Sehr nettes Ambiente drin wie draußen.	"['(""ambience general"", ""positive"", ""Ambiente"")']"
667	Sehr nettes Ambiente, freundliches Servicepersonal und die Tapas waren ziemlich vielseitig und alle lecker!	"['(""ambience general"", ""positive"", ""Ambiente"")', '(""service general"", ""positive"", ""Servicepersonal"")', '(""food quality"", ""positive"", ""Tapas"")']"
668	Sehr nettes und zuvorkommendes Personal.	"['(""service general"", ""positive"", ""Personal"")']"
669	"Sehr positiv überzeugt von ""meinen"" beiden Kellnerinnen Lena und Ihre Ausbilderin Andrea."	"['(""service general"", ""positive"", ""Lena"")', '(""service general"", ""positive"", ""Andrea"")']"
670	Sehr schlechtes, versalzenes Essen.	"['(""food quality"", ""negative"", ""Essen"")']"
671	Sehr schön .	"['(""restaurant general"", ""positive"", ""NULL"")']"
672	Sehr schöne Lage mit Blick auf die LOC.	"['(""location general"", ""positive"", ""Lage"")', '(""ambience general"", ""positive"", ""Blick auf die LOC"")']"
673	Sehr unfreundliches Personal, Massenabfertigung, die Qualität der Speisen war in Ordnung, das Personal eindeutig überfordert	"['(""service general"", ""negative"", ""Personal"")', '(""food quality"", ""neutral"", ""Speisen"")', '(""service general"", ""negative"", ""Personal"")']"
674	Sehr zum Empfehlen.	"['(""restaurant general"", ""positive"", ""NULL"")']"
675	Seit das Gebäude um das ehemalige Steakhaus erweitert wurde, ist das Tuscolo ein echter Massenbetrieb geworden und hat seinen Charme total verloren.	"['(""ambience general"", ""negative"", ""Charme"")', '(""restaurant miscellaneous"", ""negative"", ""Tuscolo"")']"
676	Seit dem Umzug ist es draußen etwas eng, da natürlich viele Tische benötigt werden.	"['(""ambience general"", ""negative"", ""draußen"")']"
677	Service absolut unterirdisch.	"['(""service general"", ""negative"", ""Service"")']"
678	Service ist top, aber die Qualität das Essens war schrecklich.	"['(""service general"", ""positive"", ""Service"")', '(""food quality"", ""negative"", ""Essens"")']"
679	Service ließ leider zu Wünschen übrig.	"['(""service general"", ""negative"", ""Service"")']"
680	Service und Essen sind hervorragend.	"['(""service general"", ""positive"", ""Service"")', '(""food quality"", ""positive"", ""Essen"")']"
681	Service war freundlich und zügig.	"['(""service general"", ""positive"", ""Service"")']"
682	Sie gingen nur schwer vom Knochen.	"['(""food quality"", ""negative"", ""NULL"")']"
683	Sie war sehr dünn, der Geschmack, soweit vorhanden, kam nur von etwas Lauch.	"['(""food quality"", ""negative"", ""NULL"")']"
684	Sie war zäh, man hat das Fleisch vom Knochen nicht abbekommen.	"['(""food quality"", ""negative"", ""NULL"")']"
685	So einen schlechten Service hatten wir noch nicht erlebt.	"['(""service general"", ""negative"", ""Service"")']"
686	So ließen wir einen Großteil des Salates stehen, weil wir —eigentlich gute Esser— satt waren.	"['(""food style_options"", ""negative"", ""Salates"")']"
687	So schade!	"['(""restaurant general"", ""negative"", ""NULL"")']"
688	So verarscht man keine Kunden!	"['(""restaurant general"", ""negative"", ""NULL"")']"
689	Sorry, aber Hunde im Restaurant gehen garnicht.	"['(""ambience general"", ""negative"", ""Hunde im Restaurant"")']"
690	Sorry, ich kann’s nicht anders ausdrücken, aber das war wirklich ekelhaft.	"['(""food quality"", ""negative"", ""NULL"")']"
691	Sosse selbe wie bei der Ente...= -1Darum für den Preis von fast 60 Euro kann man eigentlich was besseres erwarten...Aber das juckt dort keinen weil es die Masse macht....	"['(""food prices"", ""negative"", ""Preis"")']"
692	Sowohl Vorspeisen als auch Hauptgang hat überrascht.	"['(""food quality"", ""positive"", ""Vorspeisen"")', '(""food quality"", ""positive"", ""Hauptgang"")']"
693	Speziell die Bedienungung Frau Vorname, LOC super aufmerksam, freundlich und nett.	"['(""service general"", ""positive"", ""Frau Vorname"")']"
694	Spezielles Flair macht diese Tapas Bar sehr empfehlenswert.	"['(""restaurant general"", ""positive"", ""Tapas Bar"")']"
695	Statt sich um die Gäste zu kümmern wurde vorgezogen lautstark und vor den Gästen zu telefonieren, private Unterhaltungen zu führen oder Raucherpausen zu machen.	"['(""service general"", ""negative"", ""NULL"")']"
696	Stattdessen wurde er absolut aggressiv, baute sich direkt vor uns auf und musste von einem seiner ebenfalls höchst arroganten Kollegen zurück gehalten werden, damit er nicht komplett eskalierte.	"['(""service general"", ""negative"", ""NULL"")', '(""service general"", ""negative"", ""Kollegen"")']"
697	Stühle etwas unbequem, aber mit Jacke drunter ging auch das.	"['(""ambience general"", ""negative"", ""Stühle"")']"
698	Super Abend, ich komme regelmäßig zum Steak essen in die RESTAURANT_NAME.	"['(""restaurant general"", ""positive"", ""RESTAURANT_NAME"")']"
699	Super Fleisch Beratung, essen gleichzeitig auf dem Tisch.	"['(""service general"", ""positive"", ""Beratung"")']"
700	Super Führung mit Martin, leckeres Essen, schöne Atmosphäre.	"['(""service general"", ""positive"", ""Martin"")', '(""service general"", ""positive"", ""Führung"")', '(""food quality"", ""positive"", ""Essen"")', '(""ambience general"", ""positive"", ""Atmosphäre"")']"
701	Super Restaurant, wir hatten das gar nicht erwartet und wollten nur kurz vor dem Starlight Express noch was essen.	"['(""restaurant general"", ""positive"", ""Restaurant"")']"
702	Super freundliche, zuvorkommende Bedienung!!	"['(""service general"", ""positive"", ""Bedienung"")']"
703	Super nette Bewirtung.	"['(""service general"", ""positive"", ""Bewirtung"")']"
704	Suppe war nicht heiß, kümmerte den Service aber nicht.	"['(""service general"", ""negative"", ""Service"")', '(""food quality"", ""negative"", ""Suppe"")']"
705	Teilweise nur sehr enge Bestuhlung.	"['(""ambience general"", ""negative"", ""Bestuhlung"")']"
706	Thunfisch Carpaccio war zu kalt, war vermutlich gefroren und wurde nicht rechtzeitig aufgetaut.	"['(""food quality"", ""negative"", ""Thunfisch Carpaccio"")']"
707	Tiho, der Beste, hat uns bedient, super freundlich, zuvorkommend und hat uns jeden Wunsch von den Augen abgelesen.	"['(""service general"", ""positive"", ""Tiho"")']"
708	Toiletten hätte ich für so eine Gastronomie auch sauberer erwartet!	"['(""restaurant miscellaneous"", ""negative"", ""Toiletten"")']"
709	Toiletten über Treppe oder Aufzug erreichbar und sauber.	"['(""restaurant miscellaneous"", ""positive"", ""Toiletten"")']"
710	Toll finde ich auch die Speisekarte.	"['(""food style_options"", ""positive"", ""Speisekarte"")']"
711	Tolle Auswahl an Speisen und Getränken.	"['(""food style_options"", ""positive"", ""Speisen"")', '(""drinks style_options"", ""positive"", ""Getränken"")']"
712	Tolle Vorspeise und kreatives Dessert.	"['(""food quality"", ""positive"", ""Vorspeise"")', '(""food quality"", ""positive"", ""Dessert"")']"
713	Toller Service, schnelle und aufmerksame Bedienung.	"['(""service general"", ""positive"", ""Service"")', '(""service general"", ""positive"", ""Bedienung"")']"
714	Top Service, vor allem Marco („Oberhase“) hat uns witzig und angenehm bewirtet.	"['(""service general"", ""positive"", ""Service"")', '(""service general"", ""positive"", ""Marco"")']"
715	Totaler Massenbetrieb, macht kein Spass zwischen LOC gesehen dabei zu sein.	"['(""restaurant miscellaneous"", ""negative"", ""Massenbetrieb"")']"
716	Touristisch, altmodisch eingerichtet, Essen mäßig, Wiener Schnitzel in der Fritteuse, zu lange drin gewesen, matschige Bratkartoffeln, einzig der Service war nett und zuvorkommend.	"['(""food quality"", ""neutral"", ""Essen"")', '(""ambience general"", ""negative"", ""NULL"")', '(""food quality"", ""negative"", ""Wiener Schnitzel"")', '(""food quality"", ""negative"", ""Bratkartoffeln"")', '(""service general"", ""positive"", ""Service"")']"
717	Trotz Reservierung unfreundlich abgewiesen.	"['(""service general"", ""negative"", ""NULL"")']"
718	Trotz des großen Andrangs ausgesprochen freundlicher, schneller Service.	"['(""service general"", ""positive"", ""Service"")']"
719	Typisches Brauhaus mit guter Atmosphäre und einem freundlichen, kompetenten Service.	"['(""ambience general"", ""positive"", ""Atmosphäre"")', '(""service general"", ""positive"", ""Service"")']"
720	Um 21:30 wird man unfreundlich abgewiesen.	"['(""service general"", ""negative"", ""NULL"")']"
721	Umfangreiche Speisekarte, für jeden was dabei, von Vorspeise bis Dessert.	"['(""food style_options"", ""positive"", ""Speisekarte"")', '(""food quality"", ""positive"", ""Vorspeise"")', '(""food quality"", ""positive"", ""Dessert"")']"
722	Umso größer dann die Enttäuschung !	"['(""restaurant general"", ""negative"", ""NULL"")']"
723	Und es hat sich gelohnt!!	"['(""restaurant general"", ""positive"", ""NULL"")']"
724	Und natürlich das Essen immer wieder super lecker.	"['(""food quality"", ""positive"", ""Essen"")']"
725	Und nochmals: wirklich netter Service.	"['(""service general"", ""positive"", ""Service"")']"
726	Unglaublich was für ein schlechter Service, zumal der für uns zuständige Kellner alle anderen Tische abräumte u abwischte.	"['(""service general"", ""negative"", ""Service"")', '(""service general"", ""negative"", ""Kellner"")']"
727	Uns hat das Ambiente der Metzgerei ebenfalls sehr gut gefallen.	"['(""ambience general"", ""positive"", ""Metzgerei"")']"
728	Unser letzter Besuch dort!	"['(""restaurant general"", ""negative"", ""NULL"")']"
729	Unser neuer Favorit in LOC!	"['(""restaurant general"", ""positive"", ""NULL"")']"
730	"Unsere 6 jährige Tochter kann ""leider"" noch kein Englisch - das hat das LOC aber scheinbar nicht verstanden 😉 Für uns war es der letzte Besuch."	"['(""service general"", ""negative"", ""NULL"")']"
731	Unsere Empfehlung beim Besuch in LOC 👍🏼	"['(""restaurant general"", ""positive"", ""NULL"")']"
732	Unsere Erwartungen wurden sogar noch übertroffen.	"['(""restaurant general"", ""positive"", ""NULL"")']"
733	Unsere Essen waren beide mehr oder weniger kalt!	"['(""food quality"", ""negative"", ""Essen"")']"
734	Unsere verschiedenen Gerichte waren alle frisch zubereitet, einschließlich der Beilagen von sehr guter Qualität und freundlich serviert.	"['(""food quality"", ""positive"", ""Gerichte"")', '(""food quality"", ""positive"", ""Beilagen"")', '(""service general"", ""positive"", ""NULL"")']"
735	Unter Strich - sehr enttäuschend!!	"['(""restaurant general"", ""negative"", ""NULL"")']"
736	Vergangene Weihnachten dort gewesen,unvergesslicher Heiligabend,-und jetzt?	"['(""restaurant general"", ""positive"", ""NULL"")']"
737	Verstehe 0 warum die Leute es gut finden	"['(""restaurant general"", ""negative"", ""NULL"")']"
738	Vertrauen Sie mir und besuchen auch Sie bei Ihrem nächsten LOC Besuch das Fischereihafen Restaurant.	"['(""restaurant general"", ""positive"", ""Fischereihafen Restaurant"")']"
739	Vielen Dank an das Team der RESTAURANT_NAME :)	"['(""service general"", ""positive"", ""Team"")']"
740	Vielen lieben Dank, die deutsche Küche in der Form aufzutischen.	"['(""food quality"", ""positive"", ""Küche"")']"
741	Vom Service gab es keine Nachfrage, warum wir das Gericht komplett zurückgehen haben lassen.	"['(""service general"", ""negative"", ""Service"")']"
742	Von 5 verschiedenen Bestellungen, war eine ungenießbar ( sauer, war gekippt ), ein Teller ungewürzt, zwei noch in Ordnung und ein Essen war gut.	"['(""drinks quality"", ""negative"", ""NULL"")', '(""food quality"", ""positive"", ""Essen"")', '(""food quality"", ""negative"", ""Teller"")', '(""food quality"", ""neutral"", ""NULL"")']"
743	Von Anfang bis Ende ein Erlebnis!	"['(""restaurant general"", ""positive"", ""NULL"")']"
744	Von außen recht unscheinbar entpuppt sich das Haus als gemütliches, uriges und stilecht eingerichtetes Altbiergasthaus mit großem Platzangebot.	"['(""ambience general"", ""positive"", ""Altbiergasthaus"")', '(""ambience general"", ""positive"", ""Platzangebot"")']"
745	Von der Preisstruktur her gehoben, kann die Qualität des Essens nicht mithalten: teilweise gut (Spargel), teilweise grottig (stark versalzene Beilagen , Gemüse nicht frisch, sondern an Tiefkühlgemüse erinnernd, sehr durchwachsenes Fleisch).	"['(""food quality"", ""negative"", ""Preisstruktur"")', '(""food quality"", ""negative"", ""Essens"")', '(""food quality"", ""positive"", ""Spargel"")', '(""food quality"", ""negative"", ""Beilagen"")', '(""food quality"", ""negative"", ""Gemüse"")', '(""food quality"", ""neutral"", ""Fleisch"")']"
746	Von dünn und knusprig, goldbraun gebraten keine Spur.	"['(""food quality"", ""negative"", ""NULL"")']"
747	Vor fünf Jahren waren wir schon mal Gäste und waren sehr zufrieden.	"['(""restaurant general"", ""positive"", ""NULL"")']"
748	Vorspeise Carpaccio und Salat war lecker … Pizza riesig!	"['(""food quality"", ""positive"", ""Carpaccio"")', '(""food quality"", ""positive"", ""Salat"")']"
749	Vorspeise Zaziki ganz nach meinem Geschmack.	"['(""food quality"", ""positive"", ""Zaziki"")']"
750	Vorspeise gut.	"['(""food quality"", ""positive"", ""Vorspeise"")']"
751	Vorspeise, Hauptgang und Dessert - alles war top!	"['(""food quality"", ""positive"", ""Vorspeise"")', '(""food quality"", ""positive"", ""Hauptgang"")', '(""food quality"", ""positive"", ""Dessert"")']"
752	Völlig überteuert, alles in allem ein Ärgernis.	"['(""restaurant general"", ""negative"", ""NULL"")', '(""restaurant prices"", ""negative"", ""NULL"")']"
753	Wagner muss man mögen............die Kellner sind schon seit mehr als 20 Jahren die gleichen und man muss Sie mögen.	"['(""service general"", ""positive"", ""Kellner"")', '(""restaurant general"", ""positive"", ""Wagner"")']"
754	War ein sehr gemütlicher Abend.	"['(""ambience general"", ""positive"", ""NULL"")']"
755	War von der Qualität der Tapas sehr enttäuscht.	"['(""food quality"", ""negative"", ""Tapas"")']"
756	War zwar viel los, dennoch hat das Personal nicht an Höflichkeit und Spaß verloren.	"['(""service general"", ""positive"", ""Personal"")']"
757	Waren dort um den Abend ausklingen zu lassen - habe beide Biere getrunken und muss sagen habe schon besseres getrunken.	"['(""drinks quality"", ""negative"", ""Biere"")']"
758	Waren zu Mittag im LOC und angenehm vom Ambiente überrascht.	"['(""ambience general"", ""positive"", ""Ambiente"")']"
759	Waren zudem vom innerstädtischen fairen Preis überrascht.	"['(""restaurant prices"", ""positive"", ""Preis"")']"
760	Was aber gar nicht geht, wenn zur happy hour- Zeit nur 0,4 statt 0,5 l eingeschenkt wird (schlechter eingeschenkt) um den billigeren Preis wett zu machen.	"['(""service general"", ""negative"", ""NULL"")']"
761	Was immer und sofort hängen bleibt: supersaubere Toiletten, der persönliche Empfang durch kleine Kärtchen am Tisch (Reserviert für XX und ihre Gäste bzw. Ich freue mich, dass Sie heute mein Gast sind) und eine herzliche Servicekraft, die jeden Wunsch von den Augen abliest.	"['(""restaurant miscellaneous"", ""positive"", ""Toiletten"")', '(""service general"", ""positive"", ""Empfang"")', '(""service general"", ""positive"", ""Servicekraft"")']"
762	Was ja vielleicht auch die Erklärung für die etwas müde und vor allem langweilige Performance sein könnte.	"['(""restaurant general"", ""negative"", ""NULL"")']"
763	Was überhaupt nicht geht is die Ausstattung - Besteck und Servietten sind Imbiss-Niveau und gehören nicht in einen Restaurant!!	"['(""restaurant miscellaneous"", ""negative"", ""Ausstattung"")', '(""restaurant miscellaneous"", ""negative"", ""Besteck"")', '(""restaurant miscellaneous"", ""negative"", ""Servietten"")']"
764	Weiter so!	"['(""food quality"", ""positive"", ""NULL"")']"
